instance_id,course_code,course_name,ects_credits,provider,start_date,end_date,instructor_name,instructor_email,location,description,enrollment
4028,UDG-ARCH-132B-4D4847,Graph Algorithms,9,University of Girona,2022-04-19,2022-09-19,Prof. Dr. Guillem Carbó,guillem.carbo@udg.edu,Aula 2.3,This module develops both theoretical understanding and hands-on skills in graph algorithms via weekly lab sessions.,131
4029,UDG-HIST-118B-4F4D3A,Web Technologies,9,University of Girona,2025-07-26,2025-11-26,Prof. Dr. Marta Ferrer,marta.ferrer@udg.edu,Edifici P4,Web Technologies is an undergraduate course exploring foundational topics and selected case studies.,83
4030,UDG-ART-118B-C7A9E2,Public Finance,12,University of Girona,2023-05-16,2023-11-16,Dr. Jordi Gispert,jordi.gispert@udg.edu,Sala Conferències,"An advanced module covering theory and practice in public finance, with emphasis on real-world applications.",75
4031,UDG-BIO-141B-C0BA19,Linear Algebra,5,University of Girona,2025-01-07,2025-04-07,Prof. Dr. Júlia Bosch,julia.bosch@udg.edu,Lab Informàtica,"This course introduces students to the core concepts of operating systems through lectures, exercises and a final project.",89
4032,UDG-HIST-129B-44525C,Project Management,5,University of Girona,2022-09-22,2023-02-22,ona.pujol@udg.edu,ona.pujol@udg.edu,Aula Magna Politècnica,Foundational survey of project management. Prerequisites include basic mathematics and programming proficiency.,148
4033,UDG-PHYS-112B-F28841,Astrophysics,8,University of Girona,2024-10-04,2025-02-04,Dr. Roger Vila,roger.vila@udg.edu,Aula 1.1,"This course introduces students to the core concepts of astrophysics through lectures, exercises and a final project.",201
4034,UDG-LAW-138B-FE7252,Molecular Biology,8,University of Girona,2025-02-01,2025-04-01,Prof. Dr. Guillem Mas,guillem.mas@udg.edu,En línia (Zoom),This module develops both theoretical understanding and hands-on skills in molecular biology via weekly lab sessions.,230
4035,UDG-ECO-102B-5CF0DF,Molecular Biology,8,University of Girona,2024-08-10,2025-02-10,Prof. Dr. David Pla,david.pla@udg.edu,Aula 2.3,This module develops both theoretical understanding and hands-on skills in molecular biology via weekly lab sessions.,79
4036,UDG-BIO-109B-351206,Computer Graphics,8,University of Girona,2023-04-03,2023-08-03,Prof. Dr. Anna García,anna.garcia@udg.edu,Aula 2.3,Computer Graphics is an undergraduate course exploring foundational topics and selected case studies.,195
4037,UDG-ECO-126B-17A5B4,Organic Chemistry,9,University of Girona,2024-12-10,2025-03-10,Prof. Dr. Roger Ferrer,roger.ferrer@udg.edu,Sala de Graus,"Graduate-level seminar on organic chemistry; students read papers, complete assignments and present a final project.",53
4038,UDG-CS-103B-EB36A9,Multi-Agent Systems,5,University of Girona,2023-02-26,2023-04-26,Dr. Oriol Vidal,oriol.vidal@udg.edu,Edifici Jaume II,"An advanced module covering theory and practice in multi-agent systems, with emphasis on real-world applications.",38
4039,UDG-LAW-118B-B2B3B4,Solid State Physics,12,University of Girona,2022-12-03,2023-05-03,Prof. Dr. Joan Bonet,joan.bonet@udg.edu,Sala Multimèdia,"Graduate-level seminar on solid state physics; students read papers, complete assignments and present a final project.",170
4040,UDG-ART-139B-460896,Embedded Systems,6,University of Girona,2023-07-27,2023-12-27,Prof. Marta Bosch,marta.bosch@udg.edu,Laboratori Química 3,Embedded Systems is an undergraduate course exploring foundational topics and selected case studies.,759
4041,UDG-GEO-113B-D45232,Materials Science,4,University of Girona,2022-06-14,2022-08-14,Dr. Júlia Casas,julia.casas@udg.edu,Aula Magna,"This course introduces students to the core concepts of materials science through lectures, exercises and a final project.",72
4042,UDG-ART-111B-A3D868,Cultural Anthropology,5,University of Girona,2022-08-13,2022-11-13,Prof. Dr. Jordi Bonet,jordi.bonet@udg.edu,Lab Informàtica,Cultural Anthropology is an undergraduate course exploring foundational topics and selected case studies.,84
4043,UDG-GEO-103B-C764E7,Cultural Anthropology,6,University of Girona,2023-03-18,2023-08-18,Prof. Dr. Laura Camps,laura.camps@udg.edu,Sala Multimèdia,Foundational survey of cultural anthropology. Prerequisites include basic mathematics and programming proficiency.,37
4044,UDG-ECO-129B-9715C1,Thermodynamics,3,University of Girona,2025-08-17,2025-11-17,Prof. Dr. Arnau Ferrer,arnau.ferrer@udg.edu,Aula 2.3,"An advanced module covering theory and practice in thermodynamics, with emphasis on real-world applications.",85
4045,UDG-ENG-131B-22A62B,Numerical Methods,12,University of Girona,2024-10-28,2025-03-28,TBD,anna.neumann@tu-chemnitz.de,Laboratori Química 3,"Graduate-level seminar on numerical methods; students read papers, complete assignments and present a final project.",26
4046,UDG-MED-116B-97D68A,Quantum Computing,8,University of Girona,2025-07-10,2025-11-10,Prof. Pau Mas,pau.mas@udg.edu,Edifici P1,Foundational survey of quantum computing. Prerequisites include basic mathematics and programming proficiency.,249
4047,UDG-ECO-128B-C6EFD0,Embedded Systems,5,University of Girona,2024-01-14,2024-07-14,Dr. Aina Pujol,,Laboratori Química 3,"An advanced module covering theory and practice in embedded systems, with emphasis on real-world applications.",105
4048,UDG-GEO-118B-1E9D8E,Syntax Theory,10,University of Girona,2022-04-02,2022-06-02,Prof. Dr. Aina Ferrer,aina.ferrer@udg.edu,Campus Montilivi A,Foundational survey of syntax theory. Prerequisites include basic mathematics and programming proficiency.,187
4049,UDG-ART-101B-212C04,Real Analysis,10,University of Girona,2025-04-21,2025-09-21,Dr. Maria Casas,maria.casas@udg.edu,Aula Magna,"Graduate-level seminar on real analysis; students read papers, complete assignments and present a final project.",273
4050,UDG-BIO-122B-A07D6B,Robotics Basics,12,University of Girona,2022-11-04,2023-05-04,Dr. Marc Costa,marc.costa@udg.edu,Aula Magna Politècnica,"An advanced module covering theory and practice in robotics basics, with emphasis on real-world applications.",117
4051,UDG-HIST-119B-594FD1,Knowledge Representation,4,University of Girona,2023-08-17,2023-11-17,Dr. Guillem Roca,guillem.roca@udg.edu,Aula 2.3,This module develops both theoretical understanding and hands-on skills in knowledge representation via weekly lab sessions.,218
4052,UDG-ARCH-141B-72A084,Cloud Computing,0,University of Girona,2022-05-16,2022-11-16,Prof. Dr. Sergi Font,sergi.font@udg.edu,Aula Magna Politècnica,Foundational survey of cloud computing. Prerequisites include basic mathematics and programming proficiency.,192
4053,UDG-BIO-113B-BE171B,Health Informatics,9,University of Girona,2025-11-03,2026-03-03,Dr. Anna Font,anna.font@udg.edu,Edifici Jaume II,This module develops both theoretical understanding and hands-on skills in health informatics via weekly lab sessions.,26
4054,UDG-LAW-115B-EF5783,Epidemiology,9,University of Girona,2022-08-21,2023-01-21,Prof. Dr. Roger Bonet,roger.bonet@udg.edu,En línia (Zoom),"An advanced module covering theory and practice in epidemiology, with emphasis on real-world applications.",162
4055,abc-E63512,Quantum Mechanics,6,University of Girona,2024-09-24,2024-12-24,Prof. Dr. Roger Puig,roger.puig@udg.edu,Sala Conferències,This module develops both theoretical understanding and hands-on skills in quantum mechanics via weekly lab sessions.,163
4056,UDG-CS-110B-EA6617,Pragmatics,3,University of Girona,2023-07-06,2023-11-06,Prof. Guillem García,guillem.garcia@udg.edu,Sala Conferències,This module develops both theoretical understanding and hands-on skills in pragmatics via weekly lab sessions.,64
4057,UDG-MED-104B-D9C4C1,Heat Transfer,8,University of Girona,2023-04-27,2023-06-27,Dr. Núria Costa,nuria.costa@udg.edu,Edifici P1,"An advanced module covering theory and practice in heat transfer, with emphasis on real-world applications.",294
4058,UDG-PHYS-114B-38E328,International Trade,4,University of Girona,2022-09-21,2022-11-21,Prof. Dr. Pau Mas,pau.mas@udg.edu,Campus Montilivi A,"Graduate-level seminar on international trade; students read papers, complete assignments and present a final project.",204
4059,UDG-PHYS-108B-CFADE1,Network Security,9,University of Girona,2023-05-28,2023-07-28,Prof. Dr. Jordi Martí,jordi.marti@udg.edu,Laboratori Química 3,Network Security is an undergraduate course exploring foundational topics and selected case studies.,146
4060,UDG-HIST-121B-FFC244,Syntax Theory,6,University of Girona,2022-08-22,2023-02-22,Prof. Clàudia Vidal,claudia.vidal@udg.edu,Lab Informàtica,This module develops both theoretical understanding and hands-on skills in syntax theory via weekly lab sessions.,95
4061,UNKNOWN-294A6F,Public Health II,10,University of Girona,2025-12-28,2026-05-28,Prof. Mar Rovira,mar.rovira@udg.edu,Edifici Jaume II,This module develops both theoretical understanding and hands-on skills in public health ii via weekly lab sessions.,185
4062,UDG-ART-128B-A02E13,Epidemiology,10,University of Girona,2022-08-23,2022-10-23,Prof. Roger García,roger.garcia@udg.edu,Aula Magna,Foundational survey of epidemiology. Prerequisites include basic mathematics and programming proficiency.,177
4063,UDG-ECO-124B-DF63CE,Biochemistry,9,University of Girona,2024-05-07,2024-10-07,Prof. Dr. Joan Vidal,joan.vidal@udg.edu,Sala Multimèdia,"An advanced module covering theory and practice in biochemistry, with emphasis on real-world applications.",47
4064,UDG-ARCH-137B-601B79,Thermodynamics,9,University of Girona,2025-02-05,2025-08-05,Dr. Júlia Camps,,Sala de Graus,"This course introduces students to the core concepts of thermodynamics through lectures, exercises and a final project.",117
4065,UDG-BIO-103B-9F38E6,Augmented Reality,9,University of Girona,2022-12-10,2023-05-10,Prof. Dr. Albert Font,albert.font@udg.edu,Sala Multimèdia,"This course introduces students to the core concepts of augmented reality through lectures, exercises and a final project.",157
4066,UDG-ARCH-124B-E9AF3D,Curriculum Design,6,University of Girona,2025-03-25,2025-09-25,Prof. David Bosch,david.bosch@udg.edu,Aula Magna,"This course introduces students to the core concepts of curriculum design through lectures, exercises and a final project.",189
4067,UDG-ARCH-135B-3180EE,Curriculum Design,9,University of Girona,2025-02-25,2025-05-25,Dr. Sergi Rovira,sergi.rovira@udg.edu,Laboratori Química 3,Foundational survey of curriculum design. Prerequisites include basic mathematics and programming proficiency.,212
4068,UDG-MATH-105B-A59382,Systems Biology,10,University of Girona,2022-01-08,2022-03-08,Dr. David Soler,david.soler@udg.edu,Sala Multimèdia,"This course introduces students to the core concepts of systems biology through lectures, exercises and a final project.",180
4069,UDG-LAW-129B-E2D060,Numerical Methods,6,University of Girona,2025-06-10,2025-12-10,Prof. Dr. Jordi Puig,jordi.puig@udg.edu,Aula Magna,This module develops both theoretical understanding and hands-on skills in numerical methods via weekly lab sessions.,215
4070,UDG-ARCH-108B-A34972,DevOps Engineering,8,University of Girona,2023-05-24,2023-07-24,Prof. Arnau Serra,arnau.serra@udg.edu,Edifici P4,"An advanced module covering theory and practice in devops engineering, with emphasis on real-world applications.",165
4071,UDG-CS-117B-DB64D3,Complex Analysis,8,University of Girona,2024-11-13,2025-03-13,Prof. Dr. Laura Riera,laura.riera@udg.edu,Sala de Graus,Complex Analysis is an undergraduate course exploring foundational topics and selected case studies.,25
4072,UDG-ECO-120B-1F4BEE,Climate Science,9,University of Girona,2024-04-06,2024-10-06,Prof. Laura Sala,laura.sala@udg.edu,Sala Multimèdia,Foundational survey of climate science. Prerequisites include basic mathematics and programming proficiency.,39
4073,UDG-ART-143B-3A1184,Medieval Europe,10,University of Girona,2025-03-02,2025-07-02,Prof. Dr. Mar Camps,mar.camps@udg.edu,En línia (Zoom),This module develops both theoretical understanding and hands-on skills in medieval europe via weekly lab sessions.,118
4074,UDG-MATH-100B-231BCE,Statistical Physics,8,University of Girona,2024-07-19,2024-11-19,Dr. Guillem Serra,guillem.serra@udg.edu,Biblioteca Barri Vell,"An advanced module covering theory and practice in statistical physics, with emphasis on real-world applications.",91
4075,UDG-LAW-131B-428BBB,Heat Transfer,10,University of Girona,2024-12-12,2025-05-12,Dr. Mar Mas,mar.mas@udg.edu,Edifici P4,Heat Transfer is an undergraduate course exploring foundational topics and selected case studies.,168
4076,UDG-CS-133B-45E62A,Software Testing III,5,University of Girona,2023-07-06,2023-09-06,N/A,david.ruiz@tu-chemnitz.de,Edifici P2,"This course introduces students to the core concepts of software testing iii through lectures, exercises and a final project.",20
4077,UDG-BIO-108B-9486D3,Data Visualization,12,University of Girona,2023-12-08,2024-06-08,Prof. Dr. Arnau Pla,arnau.pla@udg.edu,Sala de Graus,Foundational survey of data visualization. Prerequisites include basic mathematics and programming proficiency.,24
4078,UDG-GEO-100B-45E734,Quantum Computing,10,University of Girona,2025-07-27,2025-10-27,Dr. Núria Camps,nuria.camps@udg.edu,Laboratori Química 3,"An advanced module covering theory and practice in quantum computing, with emphasis on real-world applications.",56
4079,UDG-ARCH-129B-4E66BC,Antenna Theory,12,University of Girona,2025-08-28,2025-11-28,Prof. Dr. Oriol Rovira,oriol.rovira@udg.edu,Aula 1.1,Foundational survey of antenna theory. Prerequisites include basic mathematics and programming proficiency.,160
4080,UDG-PHYS-130B-D54C8E,Internet of Things Advanced,6,University of Girona,2024-01-01,2024-05-01,X,robert.krause@tu-chemnitz.de,Edifici Jaume II,Internet of Things Advanced is an undergraduate course exploring foundational topics and selected case studies.,75
4081,UDG-ART-132B-5ED560,Public Finance,4,University of Girona,2025-06-01,2025-10-01,Prof. Dr. David Sala,david.sala@udg.edu,Edifici P1,This module develops both theoretical understanding and hands-on skills in public finance via weekly lab sessions.,230
4082,UDG-BIO-128B-903FD0,Structural Engineering,4,University of Girona,2024-05-27,2024-08-27,Prof. Dr. Júlia Carbó,julia.carbo@udg.edu,Campus Montilivi A,This module develops both theoretical understanding and hands-on skills in structural engineering via weekly lab sessions.,100
4083,UDG-ARCH-142B-4E6F16,Abstract Algebra,9,University of Girona,2023-01-26,2023-04-26,Prof. Dr. Aina Pujol,aina.pujol@udg.edu,Lab Informàtica,This module develops both theoretical understanding and hands-on skills in abstract algebra via weekly lab sessions.,695
4084,UDG-ECO-106B-AFDEA0,Complex Analysis,8,University of Girona,2024-02-03,2024-06-03,Prof. Dr. Laura Rovira,laura.rovira@udg.edu,En línia (Zoom),Foundational survey of complex analysis. Prerequisites include basic mathematics and programming proficiency.,197
4085,UDG-BIO-146B-B32CE2,Sociolinguistics Advanced,6,University of Girona,2025-09-03,2025-12-03,X,robert.krause@tu-chemnitz.de,En línia (Zoom),Foundational survey of sociolinguistics advanced. Prerequisites include basic mathematics and programming proficiency.,232
4086,UDG-CS-115B-B4FE69,Cell Biology,4,University of Girona,2025-05-28,2025-10-28,Prof. Dr. Ona Riera,ona.riera@udg.edu,Edifici P4,This module develops both theoretical understanding and hands-on skills in cell biology via weekly lab sessions.,72
4087,UDG-ART-130B-E7C878,Systems Programming,10,University of Girona,2022-11-12,2023-01-12,Prof. Dr. Ona Pujol,ona.pujol@udg.edu,Sala de Graus,"Graduate-level seminar on systems programming; students read papers, complete assignments and present a final project.",247
4088,UDG-ECO-136B-06B66E,Educational Psychology,10,University of Girona,2023-05-26,2023-10-26,oriol.garcia@udg.edu,,Aula Magna,"An advanced module covering theory and practice in educational psychology, with emphasis on real-world applications.",115
4089,UDG-MED-103B-A27EDB,Abstract Algebra,10,University of Girona,2024-06-21,2024-12-21,Dr. Joan Puig,joan.puig@udg.edu,Aula 1.1,"Graduate-level seminar on abstract algebra; students read papers, complete assignments and present a final project.",275
4090,UDG-CS-122B-6E0760,Modern History,8,University of Girona,2023-04-02,2023-10-02,Prof. Aina García,aina.garcia@udg.edu,Edifici Jaume II,This module develops both theoretical understanding and hands-on skills in modern history via weekly lab sessions.,
4091,UDG-LAW-130B-3BBF21,Robotics Basics,12,University of Girona,2024-09-26,2024-12-26,Dr. Sergi Gispert,sergi.gispert@udg.edu,Biblioteca Barri Vell,"This course introduces students to the core concepts of robotics basics through lectures, exercises and a final project.",216
4092,UDG-ART-134B-82C02F,Econometrics,5,University of Girona,2025-10-10,2025-12-10,Prof. Dr. Laia Soler,laia.soler@udg.edu,,Foundational survey of econometrics. Prerequisites include basic mathematics and programming proficiency.,264
4093,UDG-BIO-132B-328152,Computational Geometry,9,University of Girona,2022-01-19,2022-06-19,Dr. Carla Bosch,carla.bosch@udg.edu,Laboratori Química 3,Foundational survey of computational geometry. Prerequisites include basic mathematics and programming proficiency.,22
4094,UDG-ECO-121B-37F921,Photonics,12,University of Girona,2023-03-01,2023-08-01,Dr. Joan Soler,joan.soler@udg.edu,Sala de Graus,"Graduate-level seminar on photonics; students read papers, complete assignments and present a final project.",158
4095,UDG-LAW-109B-E9A9C4,Antenna Theory,4,University of Girona,2023-06-22,2023-12-22,Prof. Dr. Marta Gispert,marta.gispert@udg.edu,Laboratori Química 3,"This course introduces students to the core concepts of antenna theory through lectures, exercises and a final project.",289
4096,UDG-ART-117B-CB721F,Immunology,4,University of Girona,2023-09-16,2024-01-16,Prof. Dr. Roger Casas,roger.casas@udg.edu,Biblioteca Barri Vell,This module develops both theoretical understanding and hands-on skills in immunology via weekly lab sessions.,296
4097,UDG-BIO-129B-426003,Theory of Computation,12,University of Girona,2023-01-22,2023-07-22,Prof. Dr. Maria Pujol,maria.pujol@udg.edu,En línia (Zoom),This module develops both theoretical understanding and hands-on skills in theory of computation via weekly lab sessions.,224
4098,UDG-BIO-106B-2F470F,Advanced Calculus,3,University of Girona,2024-11-25,2025-03-25,Prof. Mar Bosch,mar.bosch@udg.edu,Lab Informàtica,"This course introduces students to the core concepts of advanced calculus through lectures, exercises and a final project.",290
4099,UDG-ARCH-121B-8640B3,Molecular Biology,8,University of Girona,2025-12-14,2026-03-14,Dr. David Serra,david.serra@udg.edu,Edifici P1,"Graduate-level seminar on molecular biology; students read papers, complete assignments and present a final project.",171
4100,UDG-CS-127B-715B97,Constitutional Law,5,University of Girona,2022-02-18,2022-04-18,Dr. Arnau Font,arnau.font@udg.edu,Sala de Graus,,193
4101,UDG-MATH-109B-95BA1B,Monetary Theory,3,University of Girona,2024-03-15,2024-09-15,Prof. Dr. Guillem Mas,guillem.mas@udg.edu,Sala de Graus,Monetary Theory is an undergraduate course exploring foundational topics and selected case studies.,241
4102,UDG-ART-140B-7AF1A8,Phonetics,14,University of Girona,2023-12-22,2024-05-22,Prof. Dr. Pere Pujol,pere.pujol@udg.edu,Aula Magna,Foundational survey of phonetics. Prerequisites include basic mathematics and programming proficiency.,79
4103,UDG-ARCH-134B-EF7B73,Mathematical Logic,12,University of Girona,2022-10-13,2023-01-13,Prof. Dr. Clàudia Rovira,claudia.rovira@udg.edu,Sala Multimèdia,"An advanced module covering theory and practice in mathematical logic, with emphasis on real-world applications.",254
4104,UDG-ARCH-127B-75119F,Signal Processing,8,University of Girona,2022-08-13,2023-02-13,Prof. David Rovira,david.rovira@udg.edu,Aula Magna,This module develops both theoretical understanding and hands-on skills in signal processing via weekly lab sessions.,60
4105,UDG-ECO-139B-1419C3,High Performance Computing,12,University of Girona,2027-09-01,2029-03-15,Prof. Arnau Pla,arnau.pla@udg.edu,En línia (Zoom),"This course introduces students to the core concepts of high performance computing through lectures, exercises and a final project.",102
4106,UDG-ART-113B-3442E7,Antenna Theory,3,University of Girona,2025-02-28,2025-05-28,Dr. Roger Rovira,roger.rovira@udg.edu,Biblioteca Barri Vell,"This course introduces students to the core concepts of antenna theory through lectures, exercises and a final project.",227
4107,UDG-ECO-104B-F3DFF9,Genomics,6,University of Girona,2022-06-11,2022-10-11,Prof. Jordi Bosch,jordi.bosch@udg.edu,Edifici P1,Genomics is an undergraduate course exploring foundational topics and selected case studies.,298
4108,UDG-CS-108B-CE3456,Renaissance Studies,9,University of Girona,2025-09-07,2026-01-07,Prof. Dr. Aina Riera,aina.riera@udg.edu,Biblioteca Barri Vell,Foundational survey of renaissance studies. Prerequisites include basic mathematics and programming proficiency.,138
4109,UDG-MATH-123B-8D11CA,Data Mining,3,University of Girona,2025-05-13,2025-10-13,N/A,david.ruiz@tu-chemnitz.de,Aula 2.3,"An advanced module covering theory and practice in data mining, with emphasis on real-world applications.",62
4110,UDG-HIST-107B-4EC5D7,Particle Physics,10,University of Girona,2022-04-14,2022-06-14,Prof. Guillem Mas,guillem.mas@udg.edu,En línia (Zoom),Foundational survey of particle physics. Prerequisites include basic mathematics and programming proficiency.,25
4111,UDG-ENG-125B-EC65E6,Ecology,9,University of Girona,2025-10-24,2026-03-24,Prof. Pau Bosch,pau.bosch@udg.edu,Aula Magna,"This course introduces students to the core concepts of ecology through lectures, exercises and a final project.",114
4112,UDG-ART-121B-6AEDF8,Geographic Information Systems,9,University of Girona,2025-04-01,2025-09-01,Dr. David Carbó,david.carbo@udg.edu,Edifici P2,"An advanced module covering theory and practice in geographic information systems, with emphasis on real-world applications.",19
4113,UDG-ENG-132B-58C5A2,Microbiology,7,University of Girona,2023-04-02,2023-06-02,Prof. Pau Camps,pau.camps@udg.edu,Edifici P4,"An advanced module covering theory and practice in microbiology, with emphasis on real-world applications.",256
4114,UDG-ENG-118B-B838F4,Psycholinguistics,12,University of Girona,2022-01-17,2022-06-17,Dr. Guillem Vidal,,Edifici P2,This module develops both theoretical understanding and hands-on skills in psycholinguistics via weekly lab sessions.,183
4115,UDG-ECO-132B-3E1203,Social Psychology,4,University of Girona,2025-08-03,2025-12-03,Prof. Aina Rovira,aina.rovira@udg.edu,Biblioteca Barri Vell,"An advanced module covering theory and practice in social psychology, with emphasis on real-world applications.",168
4116,UDG-ARCH-110B-4013E0,Deep Learning Foundations,9,University of Girona,2024-11-11,2025-02-11,Prof. Dr. Maria Pujol,maria.pujol@udg.edu,Biblioteca Barri Vell,"Graduate-level seminar on deep learning foundations; students read papers, complete assignments and present a final project.",279
4117,UDG-CS-106B-067EEA,Cybersecurity Fundamentals,10,University of Girona,2024-07-28,2024-10-28,Prof. Laia Pla,laia.pla@udg.edu,Aula Magna,Foundational survey of cybersecurity fundamentals. Prerequisites include basic mathematics and programming proficiency.,166
4118,UDG-BIO-145B-3978FC,Human Computer Interaction II,5,University of Girona,2022-10-27,2022-12-27,Prof. Arnau García,arnau.garcia@udg.edu,En línia (Zoom),"Graduate-level seminar on human computer interaction ii; students read papers, complete assignments and present a final project.",201
4119,UDG-BIO-136B-C0C74D,Financial Markets,8,University of Girona,2023-01-02,2023-05-02,TBD,anna.neumann@tu-chemnitz.de,Aula 2.3,This module develops both theoretical understanding and hands-on skills in financial markets via weekly lab sessions.,150
4120,UDG-HIST-115B-7FAFCB,Thermodynamics,4,University of Girona,2022-09-07,2023-02-07,Dr. Clàudia Ferrer,claudia.ferrer@udg.edu,Campus Montilivi A,"Graduate-level seminar on thermodynamics; students read papers, complete assignments and present a final project.",37
4121,UDG-ENG-108B-DCEF8E,Music Theory,10,University of Girona,2022-05-05,2022-10-05,Prof. Dr. Carla García,carla.garcia@udg.edu,Lab Informàtica,"Graduate-level seminar on music theory; students read papers, complete assignments and present a final project.",246
4122,UDG-BIO-117B-4B2A01,Embedded Systems,8,University of Girona,2024-09-12,2024-12-12,Prof. Arnau Costa,arnau.costa@udg.edu,Edifici Jaume II,This module develops both theoretical understanding and hands-on skills in embedded systems via weekly lab sessions.,135
4123,UDG-ART-137B-9A0E1D,Internet of Things,3,University of Girona,2022-07-26,2022-12-26,Prof. Dr. Clàudia Pujol,claudia.pujol@udg.edu,Edifici P4,"Graduate-level seminar on internet of things; students read papers, complete assignments and present a final project.",
4124,udg-eco-143b-31FC4C,Unknown Course,3,University of Girona,2022-04-21,2022-06-21,Prof. Laura Martí,laura.marti@udg.edu,Aula Magna Politècnica,"An advanced module covering theory and practice in complex analysis iii, with emphasis on real-world applications.",126
4125,UDG-MATH-104B-B9EA7A,Network Security,5,University of Girona,2023-02-12,2023-05-12,Prof. Dr. Marta Pujol,marta.pujol@udg.edu,Edifici P1,Network Security is an undergraduate course exploring foundational topics and selected case studies.,272
4126,UDG-LAW-113B-C096AA,Astrophysics,6,University of Girona,2025-09-28,2026-03-28,Dr. Pau Vidal,pau.vidal@udg.edu,Edifici P4,"An advanced module covering theory and practice in astrophysics, with emphasis on real-world applications.",101
4127,UDG-ENG-110B-C8DBAA,Macroeconomics,5,University of Girona,2023-09-12,2024-02-12,Dr. Maria Camps,maria.camps@udg.edu,Aula 2.3,This module develops both theoretical understanding and hands-on skills in macroeconomics via weekly lab sessions.,269
4128,UDG-MATH-121B-A4E141,Composition Studies,9,University of Girona,2023-09-20,2023-12-20,Dr. Laura Bosch,laura.bosch@udg.edu,Sala de Graus,Composition Studies is an undergraduate course exploring foundational topics and selected case studies.,179
4129,UDG-BIO-110B-47A41C,Genetics,5,University of Girona,2024-01-27,2024-03-27,Prof. Dr. Maria Martí,maria.marti@udg.edu,Aula 1.1,This module develops both theoretical understanding and hands-on skills in genetics via weekly lab sessions.,289
4130,UDG-ECO-147B-0250C9,Behavioral Economics Advanced,3,University of Girona,,2022-12-28,Dr. Albert Font,albert.font@udg.edu,Sala de Graus,"Graduate-level seminar on behavioral economics advanced; students read papers, complete assignments and present a final project.",85
4131,UDG-ARCH-149B-55F9C6,Computer Networks,3,University of Girona,2023-04-11,2023-08-11,Prof. Carla Font,,Aula Magna,"An advanced module covering theory and practice in research methods, with emphasis on real-world applications.",122
4132,UDG-ECO-131B-8857C3,Biostatistics,3,University of Girona,2025-10-27,2026-01-27,Prof. Ona Carbó,ona.carbo@udg.edu,Aula 2.3,"An advanced module covering theory and practice in biostatistics, with emphasis on real-world applications.",47
4133,UDG-ARCH-139B-B53322,High Performance Computing,8,University of Girona,2023-12-28,2024-02-28,N/A,david.ruiz@tu-chemnitz.de,Sala de Graus,This module develops both theoretical understanding and hands-on skills in high performance computing via weekly lab sessions.,131
4134,UDG-HIST-136B-A47ECA,Molecular Biology II,9,University of Girona,2024-11-14,2025-02-14,Dr. Guillem Font,guillem.font@udg.edu,Sala Multimèdia,This module develops both theoretical understanding and hands-on skills in molecular biology ii via weekly lab sessions.,
4135,UDG-MED-125B-0EFA3F,Augmented Reality,3,University of Girona,2023-05-25,2023-11-25,Prof. Dr. Guillem Bonet,,Aula Magna,This module develops both theoretical understanding and hands-on skills in augmented reality via weekly lab sessions.,154
4136,UDG-BIO-118B-DE7615,Physical Chemistry,10,University of Girona,2024-09-06,2024-12-06,Prof. Albert Camps,albert.camps@udg.edu,Sala de Graus,"Graduate-level seminar on physical chemistry; students read papers, complete assignments and present a final project.",283
4137,UDG-MED-132B-A266DB,Computer Graphics Advanced,5,University of Girona,2023-12-09,2024-03-09,Prof. Dr. Núria Rovira,nuria.rovira@udg.edu,Biblioteca Barri Vell,This module develops both theoretical understanding and hands-on skills in computer graphics advanced via weekly lab sessions.,538
4138,UDG-CS-135B-45050B,Ecology III,0,University of Girona,2025-04-18,2025-08-18,Prof. Maria Casas,maria.casas@udg.edu,Lab Informàtica,This module develops both theoretical understanding and hands-on skills in ecology iii via weekly lab sessions.,104
4139,UDG-HIST-106B-5415F2,Contract Law,8,University of Girona,2022-07-25,2022-11-25,Prof. Dr. Roger Costa,roger.costa@udg.edu,Edifici P1,Contract Law is an undergraduate course exploring foundational topics and selected case studies.,65
4140,UDG-ART-135B-F7A98F,Network Protocols,8,University of Girona,2022-01-22,2022-05-22,Prof. Aina Ferrer,aina.ferrer@udg.edu,Aula 2.3,Network Protocols is an undergraduate course exploring foundational topics and selected case studies.,
4141,UDG-HIST-130B-185540,Environmental Policy,5,University of Girona,2023-04-12,2023-08-12,Jo,thomas.richter@tu-chemnitz.de,Edifici P4,Environmental Policy is an undergraduate course exploring foundational topics and selected case studies.,282
4142,UDG-LAW-132B-0A0BFA,Mathematical Logic,5,University of Girona,2022-04-06,2022-09-06,Prof. Anna Bosch,anna.bosch@udg.edu,Aula Magna,"Graduate-level seminar on mathematical logic; students read papers, complete assignments and present a final project.",228
4143,UDG-ECO-109B-CC43AA,Augmented Reality,10,University of Girona,2023-01-25,2023-07-25,Prof. Dr. Arnau Mas,arnau.mas@udg.edu,Campus Montilivi A,"Graduate-level seminar on augmented reality; students read papers, complete assignments and present a final project.",64
4144,UDG-LAW-116B-51FBB6,Particle Physics,10,University of Girona,2024-05-20,2024-10-20,Prof. Dr. David Rovira,david.rovira@udg.edu,Aula 1.1,"This course introduces students to the core concepts of particle physics through lectures, exercises and a final project.",27
